Invoice_ID,Branch,City,Customer type,Gender,Product_line, Unit_price ,Quantity,Tax_5, Total ,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating,Selling_price_per_unit
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,439.32,26-01-2019,12:45,Credit card,400.25,4.76,19.06,9.4,87.8645
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,183.08,03-03-2019,19:17,Cash,166.8,4.76,7.94,6.3,22.885
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,348.32,19-01-2019,17:34,Credit card,317.34,4.76,15.11,9.8,58.05283333
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,173.78,18-01-2019,12:04,Ewallet,158.32,4.76,7.54,8.7,21.722
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,334.29,21-03-2019,16:21,Ewallet,304.56,4.76,14.5,8.8,37.14311111
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,194.68,03-03-2019,17:01,Credit card,177.36,4.76,8.45,9.6,24.33475
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,172.95,13-02-2019,10:50,Credit card,157.57,4.76,7.5,4.8,24.70692857
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,486.55,23-03-2019,19:16,Ewallet,443.28,4.76,21.11,4.4,81.09233333
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,285.82,28-01-2019,16:47,Ewallet,260.4,4.76,12.4,9.9,95.27333333
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,493.73,09-02-2019,10:00,Cash,449.82,4.76,21.42,5.7,70.533
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,337.81,23-01-2019,11:51,Cash,307.76,4.76,14.66,7.7,42.226
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,170.13,23-03-2019,10:55,Ewallet,155,4.76,7.38,8,17.013
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,301.27,25-01-2019,15:00,Ewallet,274.48,4.76,13.07,5.7,37.65925
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,94.81,04-03-2019,11:19,Credit card,86.38,4.76,4.11,6.7,13.54414286
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,59.53,05-03-2019,19:46,Ewallet,54.24,4.76,2.58,8,19.844
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,829.72,03-03-2019,19:00,Ewallet,755.92,4.76,36,7.5,103.7145
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,204.02,08-02-2019,10:53,Cash,185.88,4.76,8.85,7,51.006
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,81.30,10-02-2019,12:50,Ewallet,74.07,4.76,3.53,9.9,81.3035
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,306.50,28-01-2019,20:50,Credit card,279.24,4.76,13.3,5.9,76.6255
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,253.69,11-02-2019,10:39,Credit card,231.12,4.76,11.01,7.2,84.562
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,161.39,15-01-2019,13:41,Ewallet,147.04,4.76,7,4.6,80.696
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,867.34,16-03-2019,19:08,Cash,790.2,4.76,37.63,9.2,96.37111111
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,112.18,26-01-2019,20:23,Ewallet,102.2,4.76,4.87,5.7,28.045
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,179.52,19-03-2019,11:30,Credit card,163.55,4.76,7.79,9.9,35.9035
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,81.54,13-01-2019,19:30,Cash,74.29,4.76,3.54,5,81.5445
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,95.93,26-03-2019,18:03,Cash,87.4,4.76,4.16,4.9,47.965
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,27.75,23-03-2019,10:13,Ewallet,25.29,4.76,1.2,6.1,27.7545
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,182.20,12-03-2019,19:58,Credit card,166,4.76,7.9,8.2,45.55
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,391.80,17-02-2019,19:57,Credit card,356.95,4.76,17,5.5,78.3595
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,126.12,29-01-2019,10:01,Credit card,114.9,4.76,5.47,6.8,21.01916667
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,252.41,15-03-2019,11:57,Cash,229.96,4.76,10.95,6.6,63.102
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,471.83,14-01-2019,10:02,Cash,429.87,4.76,20.47,9.8,67.40478571
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,284.28,06-02-2019,14:51,Ewallet,259,4.76,12.33,8.7,28.428
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,97.52,15-02-2019,12:42,Credit card,88.85,4.76,4.23,5.4,19.5045
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,227.50,03-01-2019,12:02,Ewallet,207.27,4.76,9.87,7.9,25.27816667
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,658.40,04-01-2019,18:19,Credit card,599.85,4.76,28.56,9.7,73.15583333
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,313.16,18-03-2019,17:38,Ewallet,285.3,4.76,13.59,7.8,31.3155
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,100.01,28-03-2019,13:41,Ewallet,91.11,4.76,4.34,5.1,33.33516667
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,985.19,02-03-2019,19:42,Credit card,897.57,4.76,42.74,6.5,109.4653889
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,259.11,25-01-2019,20:24,Ewallet,236.07,4.76,11.24,5.9,28.79038889
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,921.28,16-01-2019,18:08,Cash,839.34,4.76,39.97,8.8,102.3641111
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,506.88,20-03-2019,19:17,Ewallet,461.8,4.76,21.99,4.9,101.376
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,152.85,04-01-2019,13:24,Credit card,139.26,4.76,6.63,4.4,50.951
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,227.50,11-03-2019,15:53,Cash,207.27,4.76,9.87,6.5,32.5005
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,20.06,22-03-2019,15:05,Credit card,18.28,4.76,0.87,8.3,20.064
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,135.94,24-03-2019,18:27,Cash,123.85,4.76,5.9,8.5,27.1885
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,311.64,21-02-2019,16:55,Cash,283.92,4.76,13.52,5.5,103.8786667
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,833.05,12-02-2019,12:58,Ewallet,758.96,4.76,36.14,8.7,104.131
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,188.81,10-03-2019,18:59,Credit card,172.02,4.76,8.19,7.9,62.937
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,298.67,31-01-2019,13:44,Ewallet,272.1,4.76,12.96,6.1,49.7775
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,476.98,06-03-2019,13:46,Ewallet,434.56,4.76,20.69,5.4,68.13971429
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,64.81,17-02-2019,18:06,Cash,59.05,4.76,2.81,9.4,12.9625
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.77,21-02-2019,12:38,Cash,12.54,4.76,0.6,8.2,13.767
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,94.95,20-03-2019,15:56,Cash,86.5,4.76,4.12,6.2,47.4725
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,191.34,11-01-2019,14:29,Credit card,174.32,4.76,8.3,9.7,95.668
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,685.28,26-01-2019,19:14,Ewallet,624.33,4.76,29.73,4,76.14183333
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,162.71,31-01-2019,16:24,Ewallet,148.24,4.76,7.06,9.7,40.678
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,597.32,26-02-2019,10:52,Cash,544.2,4.76,25.91,5.3,99.55333333
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,556.89,11-03-2019,12:55,Ewallet,507.36,4.76,24.16,7.4,69.611
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,178.63,26-01-2019,19:28,Cash,162.74,4.76,7.75,6.5,89.3135
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,34.87,12-03-2019,13:52,Credit card,31.77,4.76,1.51,8.7,11.62283333
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,830.69,11-02-2019,10:54,Cash,756.81,4.76,36.04,8,92.29894444
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,324.10,21-02-2019,18:31,Cash,295.28,4.76,14.06,6.7,81.026
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,570.10,09-03-2019,18:24,Ewallet,519.4,4.76,24.73,6.5,57.01
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,204.46,20-01-2019,18:09,Ewallet,186.28,4.76,8.87,4.1,102.232
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,95.55,28-01-2019,15:16,Credit card,87.05,4.76,4.15,4.9,19.1105
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,242.69,05-03-2019,17:07,Credit card,221.1,4.76,10.53,8.6,48.537
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,72.56,02-03-2019,19:26,Cash,66.1,4.76,3.15,4.3,14.511
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,98.44,11-01-2019,11:20,Ewallet,89.69,4.76,4.27,4.9,98.4445
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,246.37,11-01-2019,16:49,Credit card,224.46,4.76,10.69,5.6,27.37477778
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,131.21,11-03-2019,12:01,Credit card,119.54,4.76,5.69,5.8,65.6035
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,204.60,28-02-2019,18:37,Credit card,186.4,4.76,8.88,6,102.3
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,275.06,05-01-2019,11:25,Cash,250.6,4.76,11.93,4.2,68.765
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,824.27,02-02-2019,18:42,Credit card,750.96,4.76,35.76,8.3,103.0335
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,417.89,01-01-2019,14:47,Cash,380.72,4.76,18.13,5.7,52.23575
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,268.04,09-02-2019,19:43,Cash,244.2,4.76,11.63,4.8,89.34666667
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,98.46,23-01-2019,14:04,Ewallet,89.7,4.76,4.27,6.8,19.691
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,341.22,07-01-2019,16:11,Credit card,310.88,4.76,14.8,8.8,85.306
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,561.34,14-01-2019,19:06,Credit card,511.42,4.76,24.35,4.2,80.19157143
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,459.85,02-02-2019,15:34,Ewallet,418.95,4.76,19.95,6.4,51.09416667
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,386.26,17-03-2019,19:06,Credit card,351.9,4.76,16.76,8.4,38.6255
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,31.59,02-03-2019,19:44,Credit card,28.78,4.76,1.37,7.2,15.7945
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,104.27,16-03-2019,11:22,Cash,95,4.76,4.52,5.2,26.0675
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,517.20,06-01-2019,11:23,Cash,471.2,4.76,22.44,8.9,64.65
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,143.21,29-01-2019,14:12,Cash,130.48,4.76,6.21,9,35.8035
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,72.83,31-01-2019,10:46,Credit card,66.35,4.76,3.16,9.7,72.8275
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,170.63,05-02-2019,10:16,Ewallet,155.46,4.76,7.4,8.7,28.43883333
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,141.59,13-02-2019,12:38,Ewallet,129,4.76,6.14,6.5,35.3975
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,289.51,07-02-2019,13:05,Credit card,263.76,4.76,12.56,6.9,72.377
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,741.49,19-03-2019,13:25,Ewallet,675.54,4.76,32.17,6.2,82.38744444
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,72.22,07-03-2019,14:53,Ewallet,65.8,4.76,3.13,5.6,18.055
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,168.16,13-03-2019,19:22,Cash,153.2,4.76,7.3,5.7,42.04
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,244.11,09-02-2019,11:00,Cash,222.4,4.76,10.59,4.2,24.411
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,59.76,26-02-2019,19:24,Ewallet,54.45,4.76,2.59,7.9,59.7625
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,756.04,12-03-2019,12:43,Credit card,688.8,4.76,32.8,8.7,108.0057143
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,155.73,14-03-2019,17:22,Credit card,141.88,4.76,6.76,6.9,38.9335
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,818.82,08-01-2019,20:55,Cash,746,4.76,35.52,9.5,81.882
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,310.58,05-01-2019,16:05,Credit card,282.96,4.76,13.47,4.4,77.6445
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,390.09,04-01-2019,13:34,Ewallet,355.4,4.76,16.92,7,39.009
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,370.06,06-03-2019,18:13,Ewallet,337.15,4.76,16.05,6.3,74.0115
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,46.36,03-01-2019,19:17,Cash,42.24,4.76,2.01,9.7,23.181
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,212.78,07-01-2019,11:44,Credit card,193.86,4.76,9.23,8.8,23.64255556
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,26.41,27-01-2019,15:51,Cash,24.06,4.76,1.15,5.1,13.2065
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,656.66,26-02-2019,16:52,Ewallet,598.26,4.76,28.49,7.9,109.4438333
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,368.57,07-01-2019,20:52,Cash,335.79,4.76,15.99,6.2,52.65278571
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,239.50,07-01-2019,17:36,Cash,218.2,4.76,10.39,7.1,23.95
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,418.94,02-02-2019,13:23,Ewallet,381.68,4.76,18.18,6.4,104.736
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,779.20,20-03-2019,16:28,Cash,709.9,4.76,33.8,5.7,77.9195
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,483.17,20-03-2019,19:57,Credit card,440.2,4.76,20.96,9.6,48.317
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,614.31,15-02-2019,17:01,Credit card,559.68,4.76,26.65,6.4,76.78925
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,40.61,06-03-2019,13:29,Credit card,37,4.76,1.76,7.9,40.61
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.84,06-01-2019,11:09,Cash,15.34,4.76,0.73,6.5,16.837
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,657.45,04-03-2019,15:02,Ewallet,598.98,4.76,28.52,8.5,109.5748333
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,209.29,12-03-2019,14:21,Cash,190.68,4.76,9.08,9.1,52.3235
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,365.95,20-02-2019,18:01,Cash,333.4,4.76,15.88,7.6,73.19
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,82.16,24-03-2019,14:49,Cash,74.86,4.76,3.56,6.9,82.163
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,234.62,31-01-2019,12:02,Cash,213.75,4.76,10.18,9.5,26.06861111
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,372.72,25-01-2019,13:30,Credit card,339.57,4.76,16.17,5.2,53.2455
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,729.00,03-02-2019,14:38,Cash,664.16,4.76,31.63,4.2,104.1425714
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,442.34,24-01-2019,17:37,Credit card,403,4.76,19.19,7,44.234
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,213.98,14-03-2019,17:20,Ewallet,194.95,4.76,9.28,6,30.56821429
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,68.58,18-02-2019,20:29,Cash,62.48,4.76,2.98,4.7,68.584
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,79.82,21-01-2019,10:00,Cash,72.72,4.76,3.46,7.1,39.908
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,198.78,13-03-2019,11:46,Ewallet,181.1,4.76,8.62,5.9,19.8775
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,284.94,03-03-2019,13:42,Cash,259.6,4.76,12.36,7.5,56.988
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,126.62,29-03-2019,14:44,Cash,115.36,4.76,5.49,6.4,31.6545
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,516.18,10-01-2019,14:16,Ewallet,470.28,4.76,22.39,5.8,86.03066667
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,263.47,25-01-2019,15:54,Cash,240.04,4.76,11.43,4.5,65.868
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,97.26,19-01-2019,10:21,Cash,88.61,4.76,4.22,7.7,97.2605
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,219.13,02-01-2019,18:09,Credit card,199.64,4.76,9.51,6.7,109.566
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,42.82,12-03-2019,16:46,Credit card,39.01,4.76,1.86,4.7,42.8205
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,53.35,25-02-2019,15:31,Cash,48.61,4.76,2.31,4.4,53.3505
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,224.75,18-03-2019,17:15,Credit card,204.76,4.76,9.75,4.7,56.187
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,131.36,23-02-2019,12:29,Cash,119.68,4.76,5.7,8.6,16.4205
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,554.74,26-03-2019,20:14,Ewallet,505.4,4.76,24.07,4.3,79.24857143
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,309.10,30-03-2019,13:22,Cash,281.61,4.76,13.41,9.6,44.15721429
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,779.66,17-02-2019,17:09,Cash,710.32,4.76,33.82,4.1,97.457
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,87.19,21-03-2019,10:40,Ewallet,79.44,4.76,3.78,4.7,29.064
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,179.81,05-03-2019,17:43,Cash,163.82,4.76,7.8,7.8,89.9055
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,526.40,31-01-2019,14:04,Cash,479.58,4.76,22.84,5.5,87.73316667
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,152.19,05-02-2019,19:05,Ewallet,138.66,4.76,6.6,9.7,76.0965
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,78.10,01-02-2019,10:08,Credit card,71.15,4.76,3.39,4.4,15.6195
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,153.61,07-03-2019,13:12,Cash,139.95,4.76,6.66,5,17.0675
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,857.57,10-02-2019,20:51,Cash,781.3,4.76,37.2,4.4,85.7565
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,218.14,14-02-2019,17:29,Cash,198.74,4.76,9.46,5.2,109.0685
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,69.41,09-02-2019,10:25,Cash,63.24,4.76,3.01,7.3,23.13733333
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,410.46,10-01-2019,11:34,Cash,373.95,4.76,17.81,4.9,82.0915
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,227.96,11-03-2019,18:58,Credit card,207.69,4.76,9.89,8.1,32.56635714
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,193.48,18-02-2019,16:28,Ewallet,176.28,4.76,8.39,8.4,48.371
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,226.52,26-02-2019,20:26,Cash,206.37,4.76,9.83,5.5,25.16872222
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,43.27,18-01-2019,15:08,Cash,39.42,4.76,1.88,8.4,43.271
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,100.50,15-02-2019,18:03,Ewallet,91.56,4.76,4.36,9.8,16.74966667
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,339.00,08-03-2019,13:21,Cash,308.85,4.76,14.71,6.7,67.8005
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,141.73,17-01-2019,12:48,Credit card,129.12,4.76,6.15,9.4,23.621
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,429.13,12-03-2019,19:53,Ewallet,390.96,4.76,18.62,6.4,107.282
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,547.61,09-03-2019,19:09,Cash,498.9,4.76,23.76,5.4,109.521
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,413.84,12-03-2019,16:30,Cash,377.04,4.76,17.95,8.6,103.4605
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,224.49,25-01-2019,10:11,Credit card,204.52,4.76,9.74,4,56.1215
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,159.64,25-03-2019,13:07,Cash,145.44,4.76,6.93,7.6,39.9105
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,217.53,07-02-2019,18:48,Cash,198.18,4.76,9.44,6.8,24.16988889
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,108.34,17-02-2019,17:27,Credit card,98.7,4.76,4.7,9.1,36.11166667
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,422.70,03-02-2019,15:59,Cash,385.1,4.76,18.34,5.5,84.539
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,51.55,14-03-2019,11:21,Credit card,46.96,4.76,2.24,7.9,25.774
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,80.68,24-03-2019,13:48,Ewallet,73.5,4.76,3.5,8.5,16.135
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,156.13,21-03-2019,10:17,Credit card,142.25,4.76,6.77,9.1,31.2265
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,754.72,19-03-2019,15:49,Ewallet,687.6,4.76,32.74,7.5,83.85777778
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,381.65,24-02-2019,13:02,Cash,347.7,4.76,16.56,5.2,63.6075
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,156.91,28-03-2019,12:58,Credit card,142.95,4.76,6.81,9.5,52.3025
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,423.00,05-02-2019,15:26,Credit card,385.38,4.76,18.35,8.9,46.99988889
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,158.35,10-02-2019,18:23,Credit card,144.27,4.76,6.87,7.8,52.7845
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,430.04,05-03-2019,19:06,Ewallet,391.79,4.76,18.66,8.9,61.43421429
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,590.85,15-02-2019,20:21,Cash,538.3,4.76,25.63,7.7,84.40642857
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,532.51,30-01-2019,16:24,Ewallet,485.15,4.76,23.1,9.3,106.5015
